human_date_time,link,dealised_author_full_name
Sat Sep  1 03:44:07 2012,http://mail-archives.apache.org/mod_mbox/hcatalog-dev/201209.mbox/<49456572.23230.1346431447857.JavaMail.jiratomcat@arcas>,dmitriy v ryaboy
